fly_name,type,species,materials,tutorials
General Practitioner #4,Salmon,trout;salmon,"hook: salmon #4; feelers: GP tippets; body: orange floss; rib: oval gold; hackle: orange; wing: GP tippet fibers",https://www.salmonfly.net/general-practitioner/
Ally’s Shrimp #6,Salmon,atlantic salmon,"hook: salmon #6; tail: GP tippet; body: orange floss; rib: oval gold; hackle: orange; wing: squirrel tail; toppings: JC cheeks (opt)",https://www.salmonfly.net/allys-shrimp/
Green Highlander #4,Salmon,atlantic salmon,"hook: salmon #4; body: yellow floss + tinsel; rib: oval gold; hackle: yellow; wing: green/yellow hair + peacock; cheeks: JC",https://www.salmonfly.net/green-highlander/
Thunder & Lightning #6,Salmon,atlantic salmon,"hook: salmon #6; tail: GP tippet; body: black floss + tinsel; rib: oval gold; hackle: black; wing: bronze mallard",https://www.salmonfly.net/thunder-and-lightning/
Fat Angie #12,Dry/Terrestrial,trout,"hook: #12 Daiichi 1167; thread: Red Veevus 14/0; body: Black 3mm Fly Foam; abdomen: Mahogany Superfine Dubbing; legs: Black Super Floss; wings: Polypropylene Macramé Yarn (smoke, rust, gold mixed) + UV Blue Ripple Ice Fiber; indicator: Pink Razor Foam; hackle: Brown Rooster Neck or Saddle; thorax: Mahogany Superfine Dubbing",
Compara-dun (BWO) #18,Dry/Emerger,trout,hook: #18 Tiemco 100SP-BL; thread: Olive Semperfli 12/0 Nano Silk; tail: Gray Microfibetts; body: BWO Superfine Dubbing; wing: Compara-dun deer hair; thorax: BWO Superfine Dubbing,
Corn-fed Caddis #14,Dry/Emerger,trout,hook: #14 Tiemco 100SP-BL; thread: Rusty dun 8/0 UNI-Thread; shuck: PMD Antron; rib: Rusty dun 8/0 UNI-Thread; body: Tan Superfine Dubbing; wing: Dark dun CDC + white poly yarn; hackle: Dark dun CDC (dubbing loop),
Jigged CDC Pheasant Tail #16,Nymph,trout,"hook: #16 Umpqua C400BL; bead: 7/64"" pink tungsten; thread: Red 8/0 UNI-Thread; tail: Medium pardo coq de León; body: Natural pheasant tail; rib: Small copper UTC wire; thorax: Peacock herl; collar: Brown CDC",
Galloup's Hare's Ear #14,Nymph,trout,hook: #14 Dai-Riki 075; bead: Copper tungsten; weight:.015 lead-free wire; thread: Rusty Brown 8/0; tail: Hungarian partridge fibers; rib: Pearl Krystal Flash; body: Natural hare's mask dubbing; wingcase: Peacock herl; thorax: Natural hare's mask dubbing (spiky),
Pine Squirrel Leech #12,Streamer,trout,"hook: #12 Tiemco 2457; bead: 3/32"" copper tungsten; thread: Rusty brown 6/0 UNI-Thread; flash: Red Flashabou; tail: Rusty brown pine squirrel Zonker strip; collar: Rusty brown pine squirrel Zonker strip",
Egan's Red Dart #14,Nymph,trout,"hook: #14 Lighting Strike JF2; bead: Gold slotted tungsten 7/64""; weight:.020 lead-free wire; thread: Red 8/0; tail: Red saddle-hackle fibers; body: Peacock herl; rib: Pearl Sulky Holoshimmer; collar1: Brown saddle hackle; collar2: Pink Ice dub",
Mercury RS2 Flashback #20,Nymph/Emerger,trout,hook: #20 Tiemco 101; bead: Clear Midge Glass Bead; thread: Grey UTC 70; tail: Grey Hackle Fibers; body: Grey Superfine Dubbing; flashback: Pearl Mylar Tinsel (Small); wing: White Antron or Z-lon,
Antonio's Quill Midge #20,Dry/Emerger,trout,hook: #20 TMC 2487; thread: Olive 70-denier; body: Natural peacock quill; thorax: Natural gray SLF Squirrel Dubbing; wing: Medium dun CDC + Trigger Point EP Fibers UV orange,
White Krystal Bugger #8,Streamer,trout;bass,hook: #8 Tiemco 5263; bead: Gold bead or conehead; thread: White 6/0 UNI-Thread; tail: White marabou + Pearl Krystal Flash; rib: Small silver UTC wire; body: White Woolly Bugger chenille; hackle: White saddle hackle,
Double Barrel Popper (Chartreuse) #2,Topwater,bass;saltwater,hook: #2 Gamakatsu B10-S; head: Medium Double Barrel popper head; tail: Possum/bucktail + Ripple Ice Fiber + grizzly neck feathers; collar: Possum fur (dubbing loop); base: Ice Dubbing; eyes: Red Holographic Eyes; legs: Chicone’s Crusher Legs,
Swimmy Jimmy #1/#4,Streamer,bass,back hook: MFC 7050 #4; back body: Yellow Marabou (Palmered); back overwing: Brown Marabou; connection: 19 Strand Beadalon + red beads; front hook: Gamakatsu B10S #1 (30 Degree Bend); flash: Copper Holographic Flashabou; front body: Yellow Marabou (Palmered); front overwing: Brown Marabou; collar: Brown/Yellow Deer Belly Hair; head: Brown/Yellow Deer Belly Hair; eyes: Fish Skull 7mm Fire,
TeQueely #6,Streamer,bass;trout,"hook: #6 Daiichi 2220; bead: 7/32"" Gold Brass Bead; weight:.030 Lead Wire; thread: 3/0 Mono Orange; tail: Yellow over black over yellow Marabou; body: Large Copper Crystal Chenille + Medium Pearl Cactus Chenille (twisted); legs: Medium Yellow Rubber Legs (3 sets)",
Ehlers' Foam Tail Superworm #1/0,Streamer,bass,hook: EWG #1/0; tail: Rabbit-fur zonker strip + craft foam; body: Palmered zonker strip; flash: Flashabou; legs: Rubber strands; weight: Lead dumbbell,
Avalon Shrimp #2,Streamer/Stillwater,saltwater;permit,hook: #2 Tiemco 811S; thread: Tan 140-denier; eyes: 3mm dumbbell eyes; keel: 20-pound mono + four 2.8mm beads; mouth: Arctic fox tail (yellow/orange); antennae: Black Krystal Flash; legs: Orange Grizzly Barred rubber; shellback: Pearl Diamond Braid; body: Tan marabou; claws: Tan Zonker strips (delta wing),
Alphlexo Crab (Tan) #4,Streamer/Stillwater,saltwater;permit,hook: #4 Gamakatsu SL12s; thread: Tan 210 Denier; eyes: Lead Eyes (XS); body: Fish Skull Chocklett's Body Tubing (Tan); legs/claws: Micro Ultra Chenille (Tan); crab eyes: Hard Mono (Burned & Colored); weed guard: Hard Mono,
Veverka's Mantis Shrimp #4,Streamer/Stillwater,saltwater;bonefish,hook: #4 Saltwater hook; thread: Tan 6/0; eyes: 3.2mm black bead chain; tail: Tan craft fur; mouth: Ginger rabbit; legs: Silicone orange and brown; body: Tan Laser Dub; shrimp eyes: Epoxy mono eyes,
Crease Fly #2/0,Topwater,saltwater;bass,hook: #2/0 Tiemco 800; thread: White Flymaster Plus; tail: White Arctic Fox/Marabou; body: White Sheet Foam & Foil; eyes: Stick-On or Molded Eyes; adhesive: Epoxy,
Semper Fly (Chartreuse/White) #6/0,Streamer,saltwater;GT,hook: #6/0 Gamakatsu SL12S; thread: Veevus 240D chartreuse; tail: White bucktail + white/chartreuse schlappen + grizzly saddle hackle + white ostrich plume; flash: Chartreuse flash; body: White/chartreuse marabou (palmered),
King Lepus #3/0,Streamer,saltwater;striped bass,hook: #3/0 Mustad 34011; thread: Danville flat-waxed nylon apple green; eyes: Tungsten flat-end barbell eyes + large molded eyes; body: White rabbit strip (belly) + chartreuse rabbit strip (top); flash: Chartreuse Krystal Flash (top) + red Krystal Flash (belly),
Mad Tom #3/0,Streamer,saltwater;cobia;striped bass,"hook: #3/0 Gamakatsu SC15-2H; thread: Danville chartreuse 6/0; eyes: Medium black brass eyes; tail: Chartreuse Zonker strip; wing: Chartreuse bucktail; flash: ""Comes Alive"" flash; body: Chartreuse kip tail; belly: Red bucktail",
Borski Slider #4,Streamer,saltwater;redfish,hook: #4 Tiemco 811s; thread: Tan UTC 140; eyes: Medium Painted Lead Eyes; tail: Tan Craft Fur; flash: Pearl Krystal Flash; body: Brown Strung Hackle; head: Deer Hair,
Pop's Bonefish Bitters (Tan) #8,Nymph,saltwater;bonefish,hook: #8 saltwater; thread: tan; head: epoxy over bead chain eyes; legs: silly legs; underwing: zelon (amber); weed guard: deer hair,
Crystal Meth (Pink) #12,Nymph,salmon;steelhead,hook: #12 egg hook; thread: pink; body: Pink Estaz or Cactus Chenille,
Y2K (Pink/Orange) #12,Nymph,salmon;steelhead,hook: #12 egg hook; thread: orange; body: Pink chenille + Orange chenille (side-by-side),
March Brown (Wet) #12,Wet,trout,hook: #12 wet fly; thread: Tan; tail: Pheasant tail fibers; body: Natural hare's ear dubbing; hackle: Light brown hen; wing: Natural duck slips,
Light Cahill (Wet) #14,Wet,trout,hook: #14 2X-long nymph hook; thread: Cream 8/0; tail: Wood-duck flank fibers; body: Cream rabbit-fur dubbing; hackle: White Soft Hackle Saddle; wing: Wood-duck flank fibers,
Dark Cahill (Wet) #14,Wet,trout,hook: #14 wet fly; thread: Black 6-0; tail: Dark ginger hackle-barbs or Woodduck flank; body: Dark gray muskrat fur; hackle: Dark ginger; wing: Woodduck flank,
Blue Dun (Wet) #14,Wet,trout,hook: #14 wet fly; thread: Yellow silk; tail: Blue Dun hen saddle fibers; body: Mole dubbing; hackle: Blue Dun hen saddle,
Alder Fly (Wet) #14,Wet,trout,hook: #14 wet fly; thread: Black; hackle: Furnace hen hackle; body: Peacock herl (dubbing loop); wing: Secondary turkey tail feather,
Red Tag (Wet) #14,Wet,trout,hook: #14 wet fly; thread: Black 8/0; tag: Red Antron yarn; rib: Gold Ultra Wire (small); body: Peacock herl; collar: Brown hen hackle,
Coch-y-Bondhu (Wet) #14,Wet,trout,hook: #14 wet fly; thread: black; body: peacock herl; hackle: coch-y-bondhu (palmered),
Amano Kebari #12,Wet/Tenkara,trout,hook: #12 barbless; thread: Straw color Semperfli Pure Silk; hackle: Brown Hen hackle (reverse),
Gordon's Amber Wing Prince Nymph #16,Nymph,trout;steelhead,hook: #16 TFS 3761; bead: Copper; thread: 8/0 camel; weight:.015 Lead-Free Wire; tail: Brown Goose Biot; rib: Copper Ultra Wire; body: Peacock Herl; hackle: Brown Hen Saddle; wing: Amber Goose Biot,
Hogan's S&M Nymph (Olive) #18,Nymph,trout,hook: #18 nymph hook; bead: 2mm copper; thread: 8/0 olive brown; tail: Pheasant tail barbules; abdomen: Pheasant tail; rib: Chartreuse wire (extra small); thorax: Olive brown dubbing; wingcase: Brown goose biot; legs: Pearl crystal flash,
Upper Midwest Driftless Sculpin #6,Streamer,trout,hook: streamer #6 3xl; thread: 140d olive; tail: olive marabou; body: olive rabbit strip; collar: olive schlappen; head: sculpin helmet olive,
Wisconsin Spring Creek Cress Bug #16,Nymph,trout,hook: scud #16; thread: 8/0 olive; body: olive dubbing; rib: copper wire; shellback: thin skin clear; legs: partridge,
Michigan Hex Nymph #8,Nymph,trout,hook: nymph #8 3xl; thread: 6/0 tan; tail: tan marabou; body: tan dubbing; rib: gold wire; wingcase: tan goose biots; legs: partridge,
Au Sable River Drake #10,Dry,trout,hook: dry #10; thread: 6/0 brown; tail: moose body hair; body: tan dubbing; wing: wood duck flank; hackle: ginger,
Jordan River Caddis #14,Dry,trout,hook: dry #14; thread: 8/0 tan; body: tan dubbing; wing: elk hair; hackle: brown,
Current River Stone #10,Nymph,trout,hook: nymph #10 2xl; thread: 6/0 black; tail: black goose biots; body: black dubbing; rib: copper wire; wingcase: thin skin black; legs: black rubber legs,
Taneycomo Micro Midge #22,Nymph,trout,hook: midge #22; thread: 8/0 black; body: black thread; rib: silver wire; thorax: peacock herl,
Ozark Emerger #16,Dry/Emerger,trout,hook: dry #16; thread: 8/0 gray; shuck: zelon amber; body: gray dubbing; wing: CDC gray; hackle: grizzly,
White River Worm #10,Nymph,trout,hook: nymph #10; thread: 6/0 red; body: ultra-chenille hot pink; collar: black dubbing,
Mountain Fork Stonefly #8,Nymph,trout,hook: nymph #8 2xl; bead: tungsten gold 4.0mm; thread: 140d brown; tail: brown goose biots; body: brown dubbing; rib: copper wire; wingcase: turkey mottled; legs: brown rubber legs,
Montana Hopper #8,Dry/Terrestrial,trout,hook: dry #8 2xl; thread: 140d tan; body: tan foam; wing: elk hair; legs: barred rubber; indicator: orange foam,
Yellowstone PMD #16,Dry,trout,hook: dry #16; thread: 8/0 yellow; tail: microfibetts; body: pale yellow dubbing; wing: comparadun deer hair; hackle: light dun,
Snake River Sculpin #4,Streamer,trout,hook: streamer #4 3xl; thread: 140d olive; tail: olive rabbit strip; body: olive chenille; head: conehead brass; hackle: grizzly,
Colorado Green Drake #12,Dry,trout,hook: dry #12; thread: 8/0 olive; tail: moose body hair; body: olive dubbing; wing: mallard flank; hackle: grizzly/brown mixed,
Madison Double Bunny #2,Streamer,trout,hook: articulated shank; hook: streamer #2; thread: 140d olive; tail: olive rabbit strip; body: olive rabbit strip; head: conehead brass,
Ballok's Big Boy #4/0,Streamer,pike;muskie,hook: saltwater #4/0; thread: 140d black; body: black bucktail; flash: holographic silver; head: deer hair spun black; eyes: 3D eyes large,
Devil's Tickler #5/0,Streamer,pike;muskie,hook: saltwater #5/0; thread: 140d chartreuse; tail: chartreuse bucktail; flash: crystal flash pearl; body: chartreuse chenille; hackle: chartreuse saddle hackle,
Pike Bunny #2/0,Streamer,pike,hook: saltwater #2/0; thread: 140d olive; tail: olive rabbit strip; flash: crystal flash pearl; body: olive rabbit strip wrapped; eyes: dumbbell gold,
Muskie Killer #5/0,Streamer,muskie,hook: articulated shank; hook: saltwater #5/0; thread: 140d white; tail: white bucktail; flash: silver flashabou; body: pearl estaz; wing: white bucktail; eyes: 3D eyes large,
Gotcha #6,Streamer,bonefish;permit,hook: saltwater #6; thread: 140d tan; eyes: bead chain nickel; tail: tan craft fur; flash: pearl krystal flash; body: pearl tinsel; wing: tan craft fur,
Kung Fu Crab #4,Streamer,permit;bonefish,hook: saltwater #4; thread: 140d tan; eyes: dumbbell nickel; body: tan dubbing; claws: tan craft fur; legs: tan rubber legs; weed guard: monofilament,
Squimp #6,Streamer,permit;bonefish,hook: saltwater #6; thread: 140d tan; eyes: bead chain small; body: tan dubbing; legs: sili legs tan; flash: pearl krystal flash; weed guard: monofilament,
Bonefish Bitters #8,Streamer,bonefish,hook: saltwater #8; thread: 140d tan; eyes: bead chain small; body: tan dubbing; legs: sili legs tan; flash: copper krystal flash,
Cathy's Fleeing Crab #4,Streamer,permit,hook: saltwater #4; thread: 140d tan; eyes: dumbbell nickel; body: tan dubbing; claws: tan EP fibers; legs: sili legs tan; weed guard: monofilament,
Tarpon Toad #1/0,Streamer,tarpon,hook: saltwater #1/0; thread: 140d chartreuse; tail: chartreuse rabbit strip; body: chartreuse rabbit strip; collar: chartreuse schlappen,
Megalopsicle #2/0,Streamer,tarpon,hook: saltwater #2/0; thread: 140d orange; tail: orange marabou; flash: orange krystal flash; body: orange chenille; wing: orange bucktail; eyes: 3D eyes large,
Cockroach #1/0,Streamer,tarpon,hook: saltwater #1/0; thread: 140d black; tail: black marabou; body: black chenille; wing: black schlappen; head: black spun deer hair,
Black Death #2/0,Streamer,tarpon,hook: saltwater #2/0; thread: 140d black; tail: black marabou; flash: purple krystal flash; body: black chenille; hackle: black saddle,
Tarpon Bunny #1/0,Streamer,tarpon,hook: saltwater #1/0; thread: 140d white; tail: white rabbit strip; flash: pearl krystal flash; body: white rabbit strip; eyes: 3D eyes large,
Borski Slider #4,Streamer,redfish,hook: saltwater #4; thread: 140d tan; eyes: dumbbell nickel; tail: tan craft fur; flash: pearl krystal flash; body: brown hackle; head: spun deer hair tan,
Snook Minnow #2,Streamer,snook,hook: saltwater #2; thread: 140d white; tail: white bucktail; flash: pearl krystal flash; body: white estaz; gills: red flashabou; eyes: 3D eyes medium,
Redfish Crack #4,Streamer,redfish,hook: saltwater #4; thread: 140d chartreuse; eyes: dumbbell nickel; tail: chartreuse craft fur; flash: gold krystal flash; body: chartreuse estaz,
Mangrove Snook Special #1/0,Streamer,snook,hook: saltwater #1/0; thread: 140d white; tail: white bucktail; flash: silver flashabou; body: white chenille; collar: white saddle hackle; eyes: 3D eyes large,
GT Brushy #6/0,Streamer,giant trevally,hook: saltwater #6/0; thread: GSP 200 blue; tail: white bucktail with blue over; flash: blue flashabou; body: blue brush; eyes: 3D eyes XL,
Bahamas Bonefish Candy #6,Streamer,bonefish,hook: saltwater #6; thread: 140d pink; eyes: bead chain small; tail: pink marabou; flash: pearl krystal flash; body: pink estaz; wing: white craft fur,
Belize Permit Crab #2,Streamer,permit,hook: saltwater #2; eyes: dumbbell lead; thread: 140d tan; body: tan dubbing; claws: tan EP fibers; legs: sili legs tan; weed guard: monofilament,
Seychelles GT Popper #6/0,Topwater,giant trevally,hook: saltwater #6/0; thread: GSP 200 white; body: foam popper body white; tail: white bucktail; flash: pearl crystal flash; eyes: 3D eyes XL,
New Zealand Brown Trout Bugger #4,Streamer,trout,hook: streamer #4 3xl; bead: tungsten conehead gold; thread: 140d olive; tail: olive marabou; flash: pearl crystal flash; body: olive chenille; hackle: grizzly,
Tellico Nymph #14,Nymph,trout,hook: nymph #14 2xl; thread: 6/0 black; tail: peacock sword; rib: copper wire; body: yellow floss; shellback: mottled turkey tail; thorax: peacock herl; legs: brown hen,https://charliesflybox.com/flies/tellico-nymph/
Murray's Hellgrammite (black) #6,Nymph/Streamer,smallmouth;trout,hook: nymph #6 3xl; thread: 3/0 black; weight: small lead-free dumbbell eyes or lead-free wire; pincers: medium black rubber legs; extended body: ostrich herl black; body: chenille black; hackle: soft rooster saddle black,https://murraysflyshop.com/blogs/fly-fishing-virginia/hellgrammite-streamer
